system:index,PANELID,first,.geo
00000000000000000455,1110,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000456,1111,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000457,1112,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000458,1113,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000459,1114,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000045a,1115,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000045b,1116,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000045c,1117,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000045d,1118,,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000045e,1119,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000045f,1120,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000460,1121,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000461,1122,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000462,1123,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000bf9,3066,48,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000bfa,3067,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000bfb,3068,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000bfc,3069,48,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000bfd,3070,48,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000bfe,3071,48,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000bff,3072,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c00,3073,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c01,3074,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c02,3075,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c03,3076,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c04,3077,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c05,3078,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c06,3079,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c07,3080,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c08,3081,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c09,3082,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c0a,3083,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c0b,3084,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c0c,3085,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c0d,3086,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c0e,3087,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c0f,3088,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c10,3089,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c11,3090,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c12,3091,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c13,3092,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c14,3093,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c15,3094,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c16,3095,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c17,3096,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c18,3097,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c19,3098,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c1a,3099,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c1b,3100,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c1c,3101,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c1d,3102,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c1e,3103,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c1f,3104,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c20,3105,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c21,3106,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c22,3107,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c23,3108,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c24,3109,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c25,3110,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c26,3111,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c27,3112,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c28,3113,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c29,3114,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c2a,3115,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c2b,3116,48,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c2c,3117,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c2d,3118,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c2e,3119,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c2f,3120,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c30,3121,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c31,3122,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c32,3123,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c33,3124,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c34,3125,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c35,3126,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c36,3127,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c37,3128,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c38,3129,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c39,3130,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c3a,3131,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c3b,3132,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c3c,3133,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c3d,3134,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c3e,3135,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c3f,3136,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c40,3137,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c41,3138,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c42,3139,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c43,3140,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c44,3141,63,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c45,3142,63,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c46,3143,63,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c47,3144,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c48,3145,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c49,3146,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c4a,3147,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c4b,3148,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c4c,3149,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c4d,3150,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c4e,3151,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c4f,3152,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c50,3153,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c51,3154,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c52,3155,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c53,3156,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c54,3157,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c55,3158,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c56,3159,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c57,3160,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c58,3161,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c59,3162,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c5a,3163,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c5b,3164,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c5c,3165,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c5d,3166,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c5e,3167,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c5f,3168,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c60,3169,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c61,3170,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c62,3171,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c63,3172,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c64,3173,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c65,3174,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c66,3175,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c67,3176,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c68,3177,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c69,3178,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c6a,3179,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c6b,3180,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c6c,3181,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c6d,3182,64,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c6e,3183,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c6f,3184,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c70,3185,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c71,3186,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c72,3187,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c73,3188,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c74,3189,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c75,3190,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c76,3191,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c77,3192,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c78,3193,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c79,3194,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c7a,3195,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c7b,3196,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c7c,3197,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c7d,3198,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c7e,3199,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c7f,3200,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c80,3201,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c81,3202,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c82,3203,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c83,3204,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c84,3205,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c85,3206,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c86,3207,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c87,3208,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c88,3209,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c89,3210,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c8a,3211,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c8b,3212,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c8c,3213,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c8d,3214,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c8e,3215,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c8f,3216,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c90,3217,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c91,3218,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c92,3219,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c93,3220,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c94,3221,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c95,3222,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c96,3223,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c97,3224,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c98,3225,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c99,3226,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c9a,3227,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c9b,3228,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c9c,3229,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c9d,3230,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c9e,3231,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c9f,3232,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ca0,3233,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ca1,3234,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ca2,3235,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ca3,3236,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ca4,3237,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ca5,3238,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ca6,3239,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ca7,3240,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ca8,3241,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ca9,3242,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000caa,3243,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cab,3244,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cac,3245,64,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cad,3246,64,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cae,3247,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000caf,3248,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cb0,3249,64,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cb1,3250,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cb2,3251,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cb3,3252,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cb4,3253,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cb5,3254,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cb6,3255,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cb7,3256,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cb8,3257,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cb9,3258,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cba,3259,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cbb,3260,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cbc,3261,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cbd,3262,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cbe,3263,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cbf,3264,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cc0,3265,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cc1,3266,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cc2,3267,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cc3,3268,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cc4,3269,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cc5,3270,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cc6,3271,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cc7,3272,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cc8,3273,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cc9,3274,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cca,3275,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ccb,3276,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ccc,3277,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ccd,3278,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cce,3279,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ccf,3280,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cd0,3281,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cd1,3282,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cd2,3283,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cd3,3284,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cd4,3285,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cd5,3286,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cd6,3287,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cd7,3288,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cd8,3289,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cd9,3290,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cda,3291,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cdb,3292,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cdc,3293,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cdd,3294,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cde,3295,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cdf,3296,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ce0,3297,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ce1,3298,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ce2,3299,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ce3,3300,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ce4,3301,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ce5,3302,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ce6,3303,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ce7,3304,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ce8,3305,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ce9,3306,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cea,3307,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ceb,3308,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cec,3309,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ced,3310,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cee,3311,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cef,3312,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cf0,3313,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cf1,3314,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cf2,3315,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cf3,3316,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cf4,3317,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cf5,3318,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cf6,3319,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cf7,3320,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cf8,3321,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cf9,3322,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cfa,3323,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cfb,3324,48,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cfc,3325,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cfd,3326,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cfe,3327,48,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cff,3328,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d00,3329,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d01,3330,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d02,3331,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d03,3332,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d04,3333,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d05,3334,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d06,3335,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d07,3336,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d08,3337,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d09,3338,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d0a,3339,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d0b,3340,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d0c,3341,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d0d,3342,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d0e,3343,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d0f,3344,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d10,3345,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d11,3346,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d12,3347,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d13,3348,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d14,3349,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d15,3350,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d16,3351,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d17,3352,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d18,3353,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d19,3354,48,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d1a,3355,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d1b,3356,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d1c,3357,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d1d,3358,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d1e,3359,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d1f,3360,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d20,3361,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d21,3362,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d22,3363,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d23,3364,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d24,3365,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d25,3366,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d26,3367,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d27,3368,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d28,3369,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d29,3370,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d2a,3371,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d2b,3372,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d2c,3373,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d2d,3374,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d2e,3375,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d2f,3376,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d30,3377,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d31,3378,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d32,3379,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d33,3380,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d34,3381,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d35,3382,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d36,3383,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d37,3384,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d38,3385,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d39,3386,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d3a,3387,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d3b,3388,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d3c,3389,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
